,PnL_Baseline,PnL_VariantA,PnL_VariantB
2024-09-06,7806.903087837985,6549.933213377341,6647.526371253611
2024-09-09,-2788.5653506887547,-1970.5363989839354,-2074.8720272390738
2024-09-10,-1498.564813417494,-1649.0933003891314,-786.2717350665897
2024-09-11,-2384.058761985842,-1654.1946110950307,-1784.8019540286912
2024-09-12,0.0,0.0,0.0
2024-09-13,-1329.4501800843018,-664.7250900421509,-720.8818868563756
2024-09-16,1291.5529846043332,1762.4869561380424,1224.2495299872242
2024-09-17,1260.1801795567917,1265.1832672491473,1083.9954198090263
2024-09-18,1397.099181325286,690.7001173019711,906.8146491603623
2024-09-19,6522.8025489644415,8755.80863281443,9843.60477266087
2024-09-20,-1557.131017541496,-1462.7914797766657,-1435.8846765319597
2024-09-23,2423.568751850022,1900.8412828770076,1813.7553320713364
2024-09-24,316.24925333547526,283.124878124829,260.1526856297943
2024-09-25,528.043291619287,1344.5094748478998,1067.3727719764317
2024-09-26,5133.1184976812165,7492.445436010351,7938.090452206788
2024-09-27,-460.70916061422565,-455.372859054672,-419.5283118971556
2024-09-30,674.2713417251277,571.1783523372121,504.04123165480917
2024-10-01,657.3262591208103,745.8007535478423,800.245414506637
2024-10-02,284.4312822963887,-75.60934205917806,30.769376065132064
2024-10-03,2060.715162233858,3139.0819278145846,2744.7168420376784
2024-10-04,-1500.9218295204219,-740.3016899737264,-928.6782632111381
2024-10-07,856.6117705112715,975.2950023925636,826.2903032156819
2024-10-08,-1425.5659372119794,-734.7707395990079,-950.1882955314762
2024-10-09,1654.0100662087295,921.344570869195,1124.3753019856558
2024-10-10,-411.5720603507201,-617.3580905260801,-768.5734911215117
2024-10-11,0.0,0.0,0.0
2024-10-14,-252.8738091841796,-126.4369045920898,-121.17561696684704
2024-10-15,81.72115113670179,156.9161142962845,133.3958585044016
2024-10-16,900.4224374156693,450.21121870783463,504.990751364477
2024-10-17,7252.435926083323,6302.638854387812,6638.565848644966
2024-10-18,815.1361114219417,1031.878582593341,902.4526396701302
2024-10-21,1813.844227616721,2243.593705012913,3236.378214478019
2024-10-22,1807.0177376616384,2623.7129947200947,2491.779398709698
2024-10-23,1590.2711968905817,1888.299796017187,1655.1640013949898
2024-10-24,-946.4484230965159,-503.2542550855461,-636.2436431747187
2024-10-25,978.4368386242542,581.3799341973156,675.5001330269419
2024-10-28,-393.31139447881833,309.17744224645645,199.70865653886798
2024-10-29,2935.1953160963067,3275.6588256347613,3036.12680085416
2024-10-30,3421.7675950048933,4680.0354171446015,5333.322563352118
2024-10-31,1220.3999495721403,1686.5911217913663,1976.8638370382196
2024-11-01,6100.146869341742,9219.455612066806,12476.015132842886
2024-11-04,485.71373102613774,242.85686551306887,258.67755603381624
2024-11-05,-1289.9087924797627,170.26135343617156,-255.8758290536314
2024-11-06,844.1364226354348,1325.3270597121164,988.4831139308034
2024-11-07,-583.8358562026997,-291.91792810134984,-380.81531961084266
2024-11-08,762.0871308000395,381.04356540001976,517.5808879039243
2024-11-11,750.1698037372314,554.5587788217407,491.6106031902529
2024-11-12,0.0,0.0,0.0
2024-11-13,11500.30348412609,17027.269774091754,18890.77828953166
2024-11-14,2515.2106020991187,2110.8910746344254,1989.5805270808792
2024-11-15,2772.5404517283114,5114.841716604855,5373.530329220993
2024-11-18,2181.730474586941,1466.8704126165007,1553.5831310684655
2024-11-19,-198.35563435373297,22.773287097317223,-49.44967686381918
2024-11-20,661.9062373035042,405.42062808639275,463.01466250130255
2024-11-21,-1708.922714712869,-398.053703944334,-634.8092648495241
2024-11-22,1044.600770208309,1227.705994569831,874.2266987701696
2024-11-25,9589.407514786288,9745.615277909272,9293.09415120196
2024-11-26,1485.954467176309,1036.2373996998435,1109.5138654098148
2024-11-27,-743.7520565748057,-324.8918393067586,-502.6724432368685
2024-11-28,0.0,0.0,0.0
2024-11-29,1305.816721456758,1423.7012120658142,1526.130544016066
2024-12-02,13460.738422172755,17742.48531096669,16636.422622646216
2024-12-03,1427.9574322436197,1650.2129750888998,2086.751235805435
2024-12-04,1025.630277157192,2024.082813715399,1878.0183237577398
2024-12-05,2106.6153537619907,2033.3158288070993,1668.599383123739
2024-12-06,-155.22749309036067,-655.2348580204097,-304.9466466415114
2024-12-09,9240.519398294884,10539.141548594862,11446.393220797929
2024-12-10,1267.6746060797645,800.5040756703619,896.3497837545045
2024-12-11,1253.0895426031518,2359.992179644221,1945.6361348459905
2024-12-12,1725.9044595649784,2302.4332544493923,1736.5433586312995
2024-12-13,1877.5417297810081,1503.4888122471802,1564.954986561478
2024-12-16,-1155.807909131964,-577.903954565982,-590.4869324729832
2024-12-17,1801.6000981825205,2702.400147273781,2809.831672790684
2024-12-18,13931.749784879685,20897.624677319527,27250.076361870822
2024-12-19,21247.91884543774,27448.3063637241,27274.50842825673
2024-12-20,88.54567053278063,88.54567053278063,76.36904897902886
2024-12-23,-4301.071455249679,-2825.3325555156534,-2647.2852992835797
2024-12-24,-1.3144032641359757,325.2551438974313,193.01623480969508
2024-12-25,0.0,0.0,0.0
2024-12-26,-1185.212105026319,-520.3635332654258,-899.621564863395
2024-12-27,4145.381608652263,5991.247474000851,6809.092938839503
2024-12-30,-182.4815771615189,-273.7223657422784,-315.8218790498348
2024-12-31,5201.721847315089,6699.233832222306,6028.827918156156
2025-01-01,0.0,0.0,0.0
2025-01-02,2500.8467260622865,2050.081596863407,2995.1554147068555
2025-01-03,-3914.5995774614576,-2672.735017729373,-2922.179727694412
2025-01-06,1790.025376067585,2454.8027163769393,2547.1671416515987
2025-01-07,7709.627932269782,7331.7154474812205,6828.936724237895
2025-01-08,117.64764455773846,117.64764455773846,104.05824508802424
2025-01-09,0.0,0.0,0.0
2025-01-10,2494.940889225962,3584.0935059420103,3323.0942025979402
2025-01-13,-514.6837845947745,-314.3473205981304,-373.7843855307951
2025-01-14,5793.09489251384,4610.108061781158,4564.979363310304
2025-01-15,-2663.1631623390176,-1927.733904213033,-2184.812634193177
2025-01-16,1446.1362715745206,1258.2549740550326,1233.1929084629119
2025-01-17,2791.6272285251116,2922.084335222685,2905.369349562248
2025-01-20,0.0,0.0,0.0
2025-01-21,-3614.6431486486986,-2371.536209575897,-2590.565725463475
2025-01-22,-1486.4292270166347,83.62305562842198,-558.1790772105315
2025-01-23,0.0,0.0,0.0
2025-01-24,64.65086273964246,-158.03487550313284,-60.20084422967287
2025-01-27,-65.5587094067245,-98.33806411008675,-100.04319903761277
2025-01-28,-540.6018326464733,1879.638644508154,1150.7569819126152
2025-01-29,-53.461009332389125,-62.390541085575364,-55.36911510252501
2025-01-30,1826.1991426698592,1611.687835810153,1530.3514357954318
2025-01-31,4337.197264088264,5235.34214083724,4060.4272807808647
2025-02-03,53.69164974730405,80.53747462095608,128.75743029763441
2025-02-04,-1132.9992769718867,-863.9187214827351,-953.2609642166408
2025-02-05,1250.021218770899,2834.962377158099,3066.8165502527077
2025-02-06,5506.129709034668,7266.340117969222,5722.868680994178
2025-02-07,-938.2837656944755,160.14759831583933,-205.55120777519812
2025-02-10,1485.8654404446047,889.629130736214,912.3189028410648
2025-02-11,1247.8192212592958,1247.8192212592958,1087.1769040903966
2025-02-12,-2118.68346665313,-1386.7261264640242,-1635.7211940414554
2025-02-13,-796.3548159071072,276.57772257854833,83.02331637397185
2025-02-14,294.3789664476612,2329.3680857448835,1743.2354538395934
2025-02-17,0.0,0.0,0.0
2025-02-18,765.9880698336301,1277.3779100574754,1616.6917308770094
2025-02-19,1929.2502856946214,2123.9345258304006,1266.54382659127
2025-02-20,3299.293075310686,4226.904160373383,3839.444541334736
2025-02-21,21661.857950783364,29586.57307479014,37685.53411310151
2025-02-24,5791.418399865766,8447.271558585635,7861.420253391661
2025-02-25,4082.3085941829013,4077.136805644215,4105.118435299897
2025-02-26,-3070.453921727802,-3054.25736772198,-2231.418995683406
2025-02-27,29524.95276054015,44287.42914081022,59387.17408728344
2025-02-28,-112.24493116103939,-80.4527617358317,-81.56701260514228
2025-03-03,35091.70520975708,50350.69098587059,55706.32174516792
2025-03-04,13.140905001821192,6.570452500910596,6.607163001635064
2025-03-05,-240.67213631694193,-120.33606815847097,-102.3104528770246
2025-03-06,0.0,0.0,0.0
2025-03-07,91.97903647538797,118.11162445849297,83.3095246511301
2025-03-10,1443.3769092368402,2165.0653638552603,2687.304845947317
2025-03-11,0.0,0.0,0.0
2025-03-12,7280.4468920239715,10335.917331101242,11656.192169831795
2025-03-13,2853.4015374127443,2672.191975176215,2200.215937114381
2025-03-14,0.0,0.0,0.0
2025-03-17,-609.1053461448894,-462.9456935644266,-466.43922216484174
2025-03-18,237.05237765270934,268.14250572659137,263.3037539647527
2025-03-19,-1487.370931024181,-680.5967694645365,-926.2920031493256
2025-03-20,-68.33974746986664,88.99930039378197,40.14394480119114
2025-03-21,0.0,0.0,0.0
2025-03-24,-783.1623359134178,94.61835866677336,-341.32685729776443
2025-03-25,493.06628373046806,882.1257843079659,1179.7998225748656
2025-03-26,5054.430982292353,6970.535928939488,7325.522880708901
2025-03-27,1055.546857117194,1633.9356301605774,1396.6672494053482
2025-03-28,1431.1988918126963,2155.254057125071,2160.5143352008786
2025-03-31,317.2913068995384,475.9369603493077,349.73701186064767
2025-04-01,866.7788321870879,1376.8177250938288,1429.9183099667912
2025-04-02,344.82726727597003,517.240900913955,516.932597139721
2025-04-03,1161.5632789204283,1062.9763961529827,803.7529693305644
2025-04-04,1215.9638615599124,1823.9457923398686,2954.983707005699
2025-04-07,0.0,0.0,0.0
2025-04-08,60157.735179698655,90236.60276954799,162314.75589941244
2025-04-09,0.0,0.0,0.0
2025-04-10,66.10684552215595,99.16026828323393,79.2310260510138
2025-04-11,-2160.2096635568328,-2236.709725879816,-1909.8218500201413
2025-04-14,19169.403518277413,20622.606708309984,19832.763073532475
2025-04-15,3007.8074821452774,3607.4288591587883,2933.2374908748934
2025-04-16,-452.0552687382497,-289.82988438674715,-277.7889281625818
2025-04-17,3383.9419582909236,3857.1732793363253,5450.830348187837
2025-04-18,0.0,0.0,0.0
2025-04-21,2435.8017269920465,3662.749751685736,3705.0009293947915
2025-04-22,-626.177903670734,-251.59332518755156,-191.9121099614372
2025-04-23,9559.93465426815,13178.305170559774,15031.687889021141
2025-04-24,1463.7918568104144,1074.9192672272502,951.3364871484832
2025-04-25,0.0,0.0,0.0
2025-04-28,2231.7488443277393,2433.60538660783,2735.764047609087
2025-04-29,754.0013147855295,1723.7859581570165,1910.3231996413663
2025-04-30,3.009518894773312,1.504759447386656,2.1236150241935623
2025-05-01,6910.5019210640485,6254.768273231439,6058.567852230922
2025-05-02,-13.105959386824908,-6.552979693412454,-8.059084226206346
2025-05-05,-108.98155547898716,518.3457938663273,427.40050589103413
2025-05-06,226.41168035260972,82.04765534430078,117.69287968361112
2025-05-07,283.67631571653897,-758.1614174586427,-844.1587809873485
2025-05-08,-659.9055327093631,738.8727979828608,464.81238633461794
2025-05-09,1879.5111927431558,2175.7040164919026,1972.2932029719868
2025-05-12,3447.1150249293364,5363.552334187297,8236.15958378861
2025-05-13,0.0,0.0,0.0
2025-05-14,-123.58664129000306,755.3255560271075,316.42244482629724
2025-05-15,-189.6480053208512,-167.67711785235272,-168.05350497507115
2025-05-16,0.0,0.0,0.0
2025-05-19,-242.27049909708305,-104.95426648129157,-142.7732080399127
2025-05-20,2920.429871865982,4399.174688196135,4379.2432376468205
2025-05-21,1121.3870901377722,560.6935450688861,601.2742531019659
2025-05-22,1910.6959971086096,2160.0429847416594,2294.446409447725
2025-05-23,408.1634763179803,612.2452144769705,716.6946046774793
2025-05-26,0.0,0.0,0.0
2025-05-27,-1495.3236513358015,-423.09954920078036,-387.4608752604006
2025-05-28,2239.8116849304956,2646.233404822935,2400.8697592037697
2025-05-29,19375.519135321134,23331.626345958604,32187.255282971273
2025-05-30,95.9151871949183,299.9969253539085,228.3269046555927
2025-06-02,913.6048502607356,1415.5001329119611,2109.968396754047
2025-06-03,5931.870488877198,7979.806694204448,6921.722257440074
2025-06-04,140.33686291143766,174.2734447374093,190.9239029090374
2025-06-05,4737.64382098318,4789.885142637072,4899.389343816715
2025-06-06,-1418.6917472780938,-400.1470047185835,-820.8159697625881
2025-06-09,992.0424136944774,2469.5249800597508,1784.619406020109
2025-06-10,4291.868126199024,4405.373112033071,4034.936352606287
2025-06-11,-365.94944117516104,-182.97472058758052,-98.89907315416833
2025-06-12,0.0,0.0,0.0
2025-06-13,-98.094314337433,-84.88941738371366,-87.30692688348145
2025-06-16,-372.3569400189506,-116.42825636051916,-64.82926734076034
2025-06-17,2624.3275610649744,3798.778376702412,4545.895461122887
2025-06-18,353.66198038188236,176.83099019094118,205.30759852005184
2025-06-19,0.0,0.0,0.0
2025-06-20,7678.765922588907,9545.553869359137,8455.716827651562
2025-06-23,-56.676489807467554,-28.338244903733777,-38.47151830204676
2025-06-24,-597.042850575373,-359.0590713713195,-341.00816713183167
2025-06-25,5743.011871113531,4029.8675283093557,4117.268455427043
2025-06-26,-190.90829236723863,-298.54860709075587,-216.3728736583842
2025-06-27,2093.1046179556793,2632.087606762795,2184.071890547073
2025-06-30,229.31067063595398,317.7736548374452,233.94554992772603
2025-07-01,2054.4198892977533,2689.0145673259253,3067.1336138879374
2025-07-02,820.8892888664266,659.2920616537215,703.1596146736407
2025-07-03,100.73077163051985,167.81340497668185,84.41347737367052
2025-07-04,0.0,0.0,0.0
2025-07-07,246.57425971835946,369.8613895775392,472.80045745316795
2025-07-08,1932.6807858478323,4063.820062355981,4095.3342267703674
2025-07-09,1489.9833358834053,2537.6373566010916,2048.255262527149
2025-07-10,1086.298544143907,1139.8226656124734,988.5757538509889
2025-07-11,3447.9448156927483,5176.450496059942,5113.6394095819805
2025-07-14,-1026.6696920582385,-530.8989171813673,-586.0100724476141
2025-07-15,1824.0486251414113,1681.5321721380196,1684.3069498535608
2025-07-16,-1532.696937972916,-2820.7559651095526,-1921.9834296142274
2025-07-17,449.27867437080727,554.5076079771083,606.9414283518189
2025-07-18,-1000.3697412787831,263.76986277877563,215.10735323047447
2025-07-21,8213.025021942813,10138.39390431466,9053.622147626895
2025-07-22,642.787963755219,450.2801097237475,440.2238172981693
2025-07-23,-84.27996766124596,-126.5047837571905,-86.01534212681148
2025-07-24,1252.2061151690996,1416.4262701555133,1216.1629488898566
2025-07-25,1642.5863064197683,2342.8261585523323,2464.015583677441
2025-07-28,7250.661460718165,9702.59213534789,9839.481113644682
2025-07-29,7550.414403306957,11040.53427582502,11698.59348159618
2025-07-30,534.4956182980704,267.2478091490352,245.7111385786592
2025-07-31,8701.414590715332,12866.244367257397,13842.72991870998
2025-08-01,-690.7801477971985,-716.2337018634272,-699.4244771473221
2025-08-04,-6643.417183429938,-4066.3650913437764,-4156.292706436595
2025-08-05,-451.85879094747446,1022.7377246748284,128.38228255343645
2025-08-06,-205.91063315118708,-96.2591984324588,-163.77146910787744
2025-08-07,5484.643413428631,3633.6782999607326,3712.0236892163202
2025-08-08,3130.465548661791,3729.043460298155,2919.893704411669
2025-08-11,3353.9650114294705,2486.483071605675,2559.719982195613
2025-08-12,-1191.3579692825458,-763.0428344208156,-691.7964224744971
2025-08-13,1277.8395612978886,1387.685235262915,1080.9560892399402
2025-08-14,-441.07324228934965,-245.45583111138797,-297.6393776178181
2025-08-15,903.8707739384009,1014.3932418467188,1489.2259858257298
2025-08-18,-1183.6847492900429,-1925.5267424653377,-1672.4335637889847
2025-08-19,7496.013901311721,11244.020851967582,9586.167719417454
2025-08-20,281.90447391171284,95.93567697638626,115.98143102422132
2025-08-21,240.46108535081842,284.82761955769456,195.4664281013547
2025-08-22,-3120.797714946424,-1763.9940666619646,-2136.7071303783714
2025-08-25,517.5335441693584,1182.7119649471804,719.8858965684394
2025-08-26,-1789.4169167837458,-884.7848846819961,-1086.0658919025736
2025-08-27,1896.283377049063,927.607826721147,1310.945098460824
2025-08-28,-677.1040057690686,-190.12712793165292,-266.35826763650635
2025-08-29,2092.794798622393,2579.1132476725484,2352.3244179292838
2025-09-01,0.0,0.0,0.0
2025-09-02,0.0,0.0,0.0
2025-09-03,5536.398584394285,7254.998232413634,6678.289459705821
2025-09-04,1184.2427891065981,1776.3641836598972,1275.3490488581856
2025-09-05,4749.723131789333,7581.861579579719,6335.905781352971
2025-09-08,1787.1595922126005,2247.6254026488755,1604.7184013904691
2025-09-09,497.5865134529763,746.3797701794645,520.6100846249453
2025-09-10,4871.921141841597,3038.5706331417205,3313.84270119756
2025-09-11,-5539.218822511104,-6983.792648792132,-6692.281262180698
2025-09-12,0.0,0.0,0.0
2025-09-15,-113.01145337415238,559.901641450622,305.0486018164352
2025-09-16,1192.1710191593152,1494.0447925528247,1190.7566547395977
2025-09-17,-1668.293152961056,-2165.999827070356,-2062.322359614063
2025-09-18,-408.5220711642816,426.16162276680905,576.3198670819588
2025-09-19,646.3974635718964,557.2626106776685,514.3582298010476
2025-09-22,159.82145250883332,124.17966325267577,198.0780805541823
2025-09-23,-156.1274392782036,872.0580514131995,362.07120501838426
2025-09-24,3522.326494863303,3508.7769728267313,4295.9062628481815
2025-09-25,0.0,0.0,0.0
2025-09-26,1984.571289319492,1732.4058847703418,1999.3591740170432
2025-09-29,747.6215805313108,938.905279999461,745.4539059102478
2025-09-30,1301.5308502305616,1737.0305223092714,1820.7984163525568
2025-10-01,832.1327924640286,1108.5166139895077,1290.8603241057103
2025-10-02,1950.5137379960267,1946.2637925041277,1732.6637505713365
2025-10-03,289.8159581188547,74.17759133164188,205.92879075102383
2025-10-06,-181.19292838482016,908.420784925026,211.18502106267584
2025-10-07,6573.2259671306265,5899.192382372745,5878.387217619431
2025-10-08,1678.211248970944,1603.9425374908822,1406.8263539451145
2025-10-09,1590.6595841976991,1643.1348395783673,1333.5173253179244
2025-10-10,11427.623873922028,13185.681703072994,13195.328719130524
2025-10-13,-5463.506129234735,-2731.7530646173677,-3151.7302409300255
2025-10-14,856.696927324997,860.9178461366147,618.2110932468265
2025-10-15,2273.1117954900064,6504.524371419035,6123.392621153115
2025-10-16,11375.098247953425,16798.749383521175,19419.9536451882
2025-10-17,781.25,1171.875,1062.7027152732935
2025-10-20,2198.7344170759266,1172.4004584461582,1514.8111881152752
2025-10-21,671.9981915585511,335.99909577927554,472.03796178658126
2025-10-22,1404.854178191158,1218.9559984311045,1036.3923014877778
2025-10-23,1619.4176614818418,892.6203071834979,1052.4257828571185
2025-10-24,1448.0915343762547,1068.6435327260624,1095.764073205847
2025-10-27,5141.743073776721,7173.379893420263,6955.800016707635
2025-10-28,154.24287470526235,665.209168006283,357.19540547256474
2025-10-29,1082.989545925131,1960.0996716989914,1965.6024199001595
2025-10-30,803.4783946095483,1400.4556144915173,1312.311327926307
2025-10-31,985.4134725898912,3027.769197298462,1989.217150172069
2025-11-03,7298.7325562908645,8902.216902364338,7494.4472438130715
2025-11-04,613.4609183938989,953.7247946008088,829.7264426189582
2025-11-05,-134.94288102385232,63.146470316001995,-48.006715663749446
2025-11-06,5751.8074817752395,8653.898640448406,8827.810625139356
2025-11-07,385.8148924450599,588.7781932833549,448.25379679208754
2025-11-10,4876.068791960655,10122.18739843835,7914.553029714433
2025-11-11,-215.1893638032676,-107.5946819016338,-147.67122597282295
2025-11-12,4870.628979192334,5167.164707516601,4185.677040371243
2025-11-13,506.747130401311,949.9939270888208,1140.5968981547828
2025-11-14,-157.39829633533873,-236.09744450300806,-277.3354231470877
2025-11-17,2397.265567833525,2225.648393509565,1930.6218202818116
2025-11-18,-13.158196062266148,-19.737294093399225,-15.089385376653578
2025-11-19,1072.7241237279254,1676.050436870211,1473.5136631151
2025-11-20,61153.50760483191,75201.96355342444,109888.0537958285
2025-11-21,-1349.2102564543443,-1323.094056242796,-1677.2406595953253
2025-11-24,-10156.32501156784,-7623.109525069963,-7751.2669509869
2025-11-25,0.0,0.0,0.0
2025-11-26,-1014.4986167791305,-505.5918803470534,-559.6719857468668
2025-11-27,0.0,0.0,0.0
2025-11-28,-855.2190041649859,-427.60950208249295,-465.47721035897354
2025-12-01,1770.1909471096935,2698.540913056953,3168.8355464449187
2025-12-02,-433.5726606942289,-216.78633034711444,-262.5637728162047
2025-12-03,-1145.7900403858027,-409.85137644182305,-507.06850152950983
2025-12-04,0.0,0.0,0.0
2025-12-05,3333.5709616662043,2826.4183305832426,3217.3618704222426
2025-12-08,1903.2530397285047,1515.191625985922,1439.3009418881472
2025-12-09,0.0,0.0,0.0
2025-12-10,0.0,0.0,0.0
2025-12-11,-391.7618322364531,-195.88091611822654,-209.9867539173945
2025-12-12,2165.7381559663786,2155.7768281425024,1879.7501996826172
2025-12-15,17298.176097832547,19928.4306034138,20399.344447734282
2025-12-16,-1313.2423242854643,-1229.3316129893722,-1015.9515608686254
2025-12-17,10035.832258694509,10384.938245749305,9123.75663278533
2025-12-18,3910.1811144922203,3617.146072661174,3438.6403229509
2025-12-19,-10525.162348459311,-6850.110191995544,-7175.595719725108
2025-12-22,723.5481561788467,308.3467873606723,463.76476927320675
2025-12-23,-710.4797286618764,-710.4797286618764,-649.3512062824619
2025-12-24,833.323257668568,474.13283807823814,533.9804010090432
2025-12-25,0.0,0.0,0.0
2025-12-26,1459.5141476541207,1198.9679123779463,1115.631597160172
2025-12-29,0.0,0.0,0.0
2025-12-30,2965.502417906876,4222.591738057456,3993.1902552008146
2025-12-31,317.70752395665113,158.85376197832556,180.90094415576883
2026-01-01,0.0,0.0,0.0
2026-01-02,-14987.098383472727,-13167.543003247329,-12015.751664943597
2026-01-05,-12016.524765503855,-10043.004822801557,-9690.091526306584
2026-01-06,-1421.912838434862,-710.956419217431,-762.5374930366155
2026-01-07,-103.43874311518277,-51.71937155759139,-63.982867183639726
2026-01-08,854.2800963988367,595.3665563075679,556.9073699708739
2026-01-09,1564.211570742003,1633.989156143864,1570.3355923375193
2026-01-12,-2684.131529332603,-3640.429131916433,-3006.8202400217797
2026-01-13,-210.91175611163612,-210.36248594203892,-125.25393783495926
2026-01-14,-2067.791331009305,-3166.995981193472,-2704.9564891843374
