Pool,Ticker,Type,Trade_Count,Win_Count,Total_Return,Avg_Return,Return_Std,Win_Rate
Toxic,OPEN,Holiday,32,16,-0.585000029306096,-0.0182812509158155,0.0633759293987249,0.5
Toxic,OPEN,Normal,476,261,1.5952013860089234,0.0033512634159851332,0.0676559520394221,0.5483193277310925
Toxic,OPEN,TOTM,98,60,1.0866314955887402,0.01108807648559939,0.050385400864054665,0.6122448979591837
Toxic,DNA,Holiday,22,13,0.35346213685421235,0.016066460766100563,0.05293970880597983,0.5909090909090909
Toxic,DNA,Normal,370,210,2.5443445722833458,0.006876606952117151,0.060163872059471234,0.5675675675675675
Toxic,DNA,TOTM,66,30,-1.0673369556957508,-0.016171772055996226,0.05572509739277567,0.45454545454545453
Toxic,CLOV,Holiday,19,12,0.2987217058713608,0.015722195045861097,0.04325407643884038,0.631578947368421
Toxic,CLOV,Normal,388,207,0.9997802762570689,0.0025767532893223423,0.054232222713634835,0.5335051546391752
Toxic,CLOV,TOTM,82,47,0.2779475525899518,0.003389604299877461,0.042512036894594964,0.573170731707317
Toxic,PTON,Holiday,18,8,-0.012303649536508414,-0.0006835360853615786,0.03476332406725932,0.4444444444444444
Toxic,PTON,Normal,405,201,-0.30427756628133784,-0.0007513026327934267,0.049397316634982466,0.4962962962962963
Toxic,PTON,TOTM,93,44,-0.43801510351012335,-0.0047098398226894985,0.0514479774165529,0.4731182795698925
Toxic,BYND,Holiday,17,9,-0.02256037798014479,-0.001327081057655576,0.06706957533244845,0.5294117647058824
Toxic,BYND,Normal,381,217,1.5419172837287571,0.004047026991414061,0.06905454176330393,0.5695538057742782
Toxic,BYND,TOTM,84,45,-0.24753008910331414,-0.002946786775039454,0.0498973685182794,0.5357142857142857
Toxic,UPST,Holiday,23,14,-0.17677962675429515,-0.007686070728447615,0.07862192547286835,0.6086956521739131
Toxic,UPST,Normal,406,205,-0.7277748179811833,-0.001792548812761535,0.061452828027367574,0.5049261083743842
Toxic,UPST,TOTM,86,45,0.034410934622280134,0.00040012714677069923,0.05991593241213671,0.5232558139534884
Toxic,CVNA,Holiday,20,10,-0.12082629356592567,-0.006041314678296284,0.07279801533213248,0.5
Toxic,CVNA,Normal,464,251,-1.04200606030331,-0.002245702716170927,0.06378803404113707,0.540948275862069
Toxic,CVNA,TOTM,93,47,0.006005591314577067,6.457625069437707e-05,0.05004845558922722,0.5053763440860215
Toxic,AFRM,Holiday,25,8,-0.189358926304551,-0.00757435705218204,0.044153619263967936,0.32
Toxic,AFRM,Normal,388,197,-0.48534754881456726,-0.0012508957443674413,0.05392079900713209,0.5077319587628866
Toxic,AFRM,TOTM,80,41,0.09413353782573669,0.0011766692228217085,0.05232068553409127,0.5125
Toxic,MARA,Holiday,33,18,0.500229400197871,0.015158466672662758,0.06075164010487686,0.5454545454545454
Toxic,MARA,Normal,529,303,0.922484655507817,0.0017438273261017334,0.07200454843527848,0.5727788279773157
Toxic,MARA,TOTM,125,67,0.1941982052079752,0.0015535856416638016,0.07117682639365927,0.536
Toxic,RIOT,Holiday,33,19,0.2095325947616851,0.006349472568535912,0.05994273348919136,0.5757575757575758
