Ticker,Pool,Threshold,Events,Win Rate,Avg Return,Avg Intraday DD
MP,Asset,-0.005,477,0.47379454926624737,-0.0016415115757964448,-0.02948060740948571
ACHR,Asset,-0.005,354,0.4265536723163842,-0.002712309534879173,-0.03612062720254079
NVTS,Asset,-0.005,362,0.4419889502762431,-0.0032381981759352315,-0.03749649967885404
REMX,Asset,-0.005,830,0.3746987951807229,-0.004246006514434172,-0.01447151050181349
BIRD,Toxic,-0.005,299,0.44481605351170567,-0.005001326902014215,-0.04087516892965524
UAMY,Asset,-0.01,867,0.5409457900807382,0.021225396576020013,-0.034943479441823334
ABAT,Asset,-0.01,514,0.5252918287937743,0.01727950179565325,-0.048846755502817876
CELH,Asset,-0.01,537,0.5865921787709497,0.011875091636452315,-0.028335349257582392
TMDX,Asset,-0.01,293,0.5733788395904437,0.010865059818516633,-0.031021569459631637
KOSS,Toxic,-0.01,770,0.5506493506493506,0.009717196447358377,-0.025808899584697606
UPST,Toxic,-0.01,379,0.5092348284960422,0.008020082924581185,-0.03946362814854632
ONDS,Asset,-0.01,349,0.49570200573065903,0.00799085198173855,-0.04487407227892501
IREN,Asset,-0.01,314,0.5031847133757962,0.007436699806214194,-0.0471507515440221
FUBO,Asset,-0.01,469,0.4605543710021322,0.007092127970804573,-0.03883395348609406
OKLO,Asset,-0.01,118,0.5423728813559322,0.007022969787055753,-0.047475411770016684
BND,Asset,-0.01,11,0.6363636363636364,0.006784948603889631,-0.012529246501899292
LEU,Asset,-0.01,554,0.5577617328519856,0.006297426761935209,-0.032804951177202786
CEG,Asset,-0.01,119,0.5462184873949579,0.00628863292713563,-0.020986736764441738
EOSE,Asset,-0.01,321,0.5046728971962616,0.006048345841132682,-0.05194881379852283
MARA,Toxic,-0.01,876,0.5045662100456622,0.005752706675058108,-0.042860935731220094
LTBR,Asset,-0.01,529,0.504725897920605,0.005599089352482275,-0.03940824591610546
BZFD,Toxic,-0.01,314,0.5509554140127388,0.005594147965228818,-0.03565179067276714
PLTR,Asset,-0.01,306,0.5555555555555556,0.005585590850244855,-0.027353125895912798
BROS,Asset,-0.01,180,0.5666666666666667,0.00495804388357507,-0.02779219394427455
SPOT,Asset,-0.01,331,0.5770392749244713,0.004904930520277235,-0.02100506630864415
WWR,Asset,-0.01,637,0.45839874411302983,0.004714943394540875,-0.03719833141142676
SOUN,Asset,-0.01,251,0.4302788844621514,0.004454461684078877,-0.0490703847428566
SHOP,Asset,-0.01,465,0.5333333333333333,0.004411751372662335,-0.026369611154890005
NET,Asset,-0.01,352,0.5397727272727273,0.004307090884722404,-0.02999572630493339
RENT,Toxic,-0.01,255,0.47058823529411764,0.004265054527273741,-0.04804619270837106
HIMS,Asset,-0.01,317,0.5299684542586751,0.004024817558491346,-0.03387397703703812
SMR,Asset,-0.01,188,0.5053191489361702,0.003953839413679038,-0.04432603231647336
QBTS,Asset,-0.01,208,0.46634615384615385,0.003944485780732593,-0.04905401030496565
CVNA,Toxic,-0.01,516,0.5310077519379846,0.003742789151644786,-0.04195044587267592
CRWD,Asset,-0.01,330,0.5242424242424243,0.003739548990591064,-0.025003553092689874
VST,Asset,-0.01,172,0.5348837209302325,0.0036472498879023146,-0.025322760385358658
HOOD,Asset,-0.01,286,0.5314685314685315,0.0034844081743965805,-0.02959982484811993
REAL,Toxic,-0.01,397,0.5012594458438288,0.0034313897652549544,-0.04091749083765533
MCD,Asset,-0.01,106,0.5754716981132075,0.0030710540264942653,-0.012576749766087792
BBBY,Toxic,-0.01,524,0.5381679389312977,0.0030608012345290513,-0.03609509194889328
FI,Asset,-0.01,177,0.5932203389830508,0.0028434536314107255,-0.01488273081104124
GME,Toxic,-0.01,468,0.5106837606837606,0.002836545299390813,-0.03748080046151216
RIOT,Toxic,-0.01,769,0.5032509752925878,0.00279217824924184,-0.041659765871358834
DUOL,Asset,-0.01,208,0.5528846153846154,0.0027785023380512354,-0.02853587298052874
TTD,Asset,-0.01,419,0.5346062052505967,0.0027329271741267976,-0.027204919725021853
SNOW,Asset,-0.01,309,0.517799352750809,0.002680843521020504,-0.02495634471624982
UBER,Asset,-0.01,288,0.5173611111111112,0.0026726011737095994,-0.022535008956268265
IONQ,Asset,-0.01,297,0.4983164983164983,0.00254916542528155,-0.03787990998753006
DDOG,Asset,-0.01,314,0.5286624203821656,0.0024216308807206727,-0.025966932839051705
PANW,Asset,-0.01,321,0.5295950155763239,0.0024014262961936676,-0.018715902956128332
V,Asset,-0.01,196,0.5663265306122449,0.002199969063207545,-0.013198686716855876
AMZN,Asset,-0.01,290,0.5137931034482759,0.0021217604649719935,-0.01577965058021408
DOCN,Asset,-0.01,278,0.5,0.0020165622699560275,-0.028299478694245598
