Ticker,Date,Gap_%,Tail_Mom_%,Pre_Fade_%,Day_Ret_%,Win
ABAT,2025-09-23,5.426191192047335,-1.8586666666666691,0.7146404263468252,6.943295814770891,0
ABAT,2025-09-24,6.280422408350832,0.7771853429616429,3.316888033400431,6.575967406395028,0
ABAT,2025-09-26,2.7981385273353867,2.44627776197077,2.450957415840656,-1.7982071179598818,1
ABAT,2025-09-29,9.251560514455202,-2.1339315514421067,5.253546319315126,8.04598045695052,0
ABAT,2025-09-30,1.547388781431336,3.6820124317709473,8.561020383852213,-7.619047619047626,1
ABAT,2025-10-02,0.9633867267468914,-1.9830042451564258,5.109492531658097,-4.389308800849139,1
ABAT,2025-10-03,2.3752532319394457,1.7320896791237315,4.317076138280989,-4.854750981588175,1
ABAT,2025-10-06,6.557373140679033,-1.8108610460963415,5.163040731827559,3.113465320640912,0
ABAT,2025-10-07,2.3890742296231506,-2.399112197733479,5.2386749081495365,1.2750497595663541,0
ABAT,2025-10-08,0.7194227451900854,-0.714284023460055,1.5749123869041985,5.357144651364345,0
ABAT,2025-10-09,3.728811619645452,-0.9235923494659845,4.375001788139349,1.7810476548883225,0
ABAT,2025-10-10,2.5846823966221804,-0.5746187909464401,0.143681448664164,5.946794075966049,0
ABAT,2025-10-13,16.691286489917758,1.3473079936255086,2.4137935948381446,15.822783411934008,0
ABAT,2025-10-14,9.180325367411625,2.4636023214546636,15.640715047352781,15.615618264496,0
ABAT,2025-10-20,24.020615803826725,0.41408026107377066,4.877745083457712,16.03990282510366,0
ABAT,2025-10-24,3.0411489960972466,-0.7985843310385377,0.24232417361771727,4.34027363166781,0
ABAT,2025-10-29,0.9708700828181818,-0.2904155268889007,2.211324223932227,0.7750036964051139,0
ABAT,2025-10-30,0.5667610809784415,-0.3745290498974633,5.5072697726163,-3.2258061013621955,1
ABAT,2025-11-05,0.508907065743401,-0.7575767135853514,3.186273341085398,0.7594924545349351,0
ABAT,2025-11-10,4.875844434475528,1.2571428571428507,8.799167498791935,-7.877742480834138,1
ABAT,2025-11-12,2.311296713674988,-0.45129048368223856,3.1226312775502802,4.108955952948056,0
ABAT,2025-11-19,3.5230334212140355,-1.9920346033053755,0.7462679485599458,5.235603933307446,0
ABAT,2025-11-20,3.2338332180953255,-0.9852202793913548,4.041565593340657,-14.457833291069097,1
ABAT,2025-11-24,2.077153033248038,3.3958730552403474e-06,1.1267595039523421,2.3255796932800483,0
ABAT,2025-11-25,0.8522713726217092,3.0746717223972726,1.4404407828798549,0.2816914878320237,0
ABAT,2025-11-26,1.6853900437944376,0.14064509560920319,2.1212955472663864,-1.1049692492712406,1
ABAT,2025-11-28,3.351956639209937,-0.13947107653468876,3.40313817524028,0.5405392448252752,0
ABAT,2025-12-02,1.4705896377563503,-1.1627923417181383,0.5698000279445594,8.695650671590574,0
ABNB,2025-09-29,0.5092981657677321,0.0720000153068103,0.7217297098975063,-1.1340801176619149,1
ABNB,2025-10-06,0.5245656593951703,-0.0915057693290261,0.36418038949017084,-0.3147546975627377,1
ABNB,2025-10-13,0.6091916931291795,0.17799342014857014,1.1490414482072184,-0.0841002935241174,1
ABNB,2025-10-15,1.3630095544033276,-0.9351092488678294,0.34557899391757696,-0.2448540404032939,1
ABNB,2025-10-17,0.8068499683865104,-0.05730783872653273,0.1873419696984919,2.3117844246160137,0
ABNB,2025-10-22,1.9676327137900118,-2.5589531869574884,0.5141283611971479,-0.7936540916218305,1
ABNB,2025-11-10,0.7685335438445127,0.8668823611859798,0.883333931692851,-1.4351340055509274,1
ABNB,2025-11-21,0.5648181539764265,-0.5793764393094849,0.0,1.9613103922326451,0
ABNB,2025-12-12,0.7442779206288189,-0.700165966345904,0.37065307145873555,0.6737765972721428,0
ACHR,2025-09-23,1.3608885070272705,-0.5730605556920941,2.2312304362557196,2.9411809283631083,0
