Name,Count,Win_Rate,Avg_Ret
Baseline_Long_All,38891,0.4744542439124733,-0.0010718557957156867
High_Mom_Long,3296,0.4587378640776699,-0.0019820129866721585
High_Mom_Short,3296,0.5367111650485437,0.0019820129866721585
Low_Mom_Long,35595,0.4759095378564405,-0.0009875777201041533
