Pool,Strategy,Total Return,Max Drawdown,Calmar Ratio,CAGR,Win Rate,Avg Avoided Days
Group A (Final Pool),Benchmark (B&H),9.719806431517055,-0.5098827173664898,0.9641289138099478,0.4915926704650184,0.5582329317269076,0.0
Group A (Final Pool),Strat A (Gap>0.5%),20.34256838778117,-0.3422538674016638,1.972732976441586,0.6751754905379281,0.642570281124498,481.5365853658537
Group A (Final Pool),Strat B (Smart Filter),11.124692760793849,-0.48983421218404516,1.0674623988880716,0.5228796031954295,0.571619812583668,166.29268292682926
Group B (Toxic Pool),Benchmark (B&H),6.324766689085284,-0.8565275408634285,0.4656597138529063,0.3988503695855976,0.5033467202141901,0.0
Group B (Toxic Pool),Strat A (Gap>0.5%),26.701807811785738,-0.6968065395172077,1.076997214223179,0.7504587019125262,0.5803212851405622,513.6190476190476
Group B (Toxic Pool),Strat B (Smart Filter),6.19872259344599,-0.8605184630140132,0.458750793172613,0.39476352744735643,0.5147255689424364,111.66666666666667
Group C (SPY Benchmark),Benchmark (B&H),1.3081683365651924,-0.337172600117631,0.4490818212545475,0.15141808533795698,0.5536193029490617,0.0
Group C (SPY Benchmark),Strat A (Gap>0.5%),0.9409960915056459,-0.3888920506639479,0.304142248402314,0.11827850267471973,0.5820495646349632,275.0
Group C (SPY Benchmark),Strat B (Smart Filter),1.5354950819736461,-0.3407808576103165,0.49825130483705365,0.16979450696783038,0.6041527126590757,263.0
