Group,Ticker,Strategy,Win Rate,Avg Trade %,Trades,Total Return,Max Drawdown
Group B (Toxic Pool),CVNA,MOC (No Delay),0.4988235294117647,0.003378752895481846,425,0.6834259878207356,-0.7264802066274203
Group B (Toxic Pool),GME,MOC (No Delay),0.49667405764966743,0.002018337259577222,451,-0.07994041747700642,-0.6709993758610534
Group B (Toxic Pool),OPEN,MOC (No Delay),0.4801864801864802,0.0007330959709718391,429,-0.425612017674574,-0.8347633345714068
Group B (Toxic Pool),RIOT,MOC (No Delay),0.4758771929824561,0.0012416108239272374,456,-0.37540912719183317,-0.9090706704320753
Group B (Toxic Pool),AFRM,MOC (No Delay),0.47554347826086957,0.001462829778835518,368,-0.15206688528412593,-0.8552536274746199
Group B (Toxic Pool),MARA,MOC (No Delay),0.47401247401247404,0.001973179898940845,481,-0.28268666767060024,-0.9249316942177872
Group B (Toxic Pool),KOSS,MOC (No Delay),0.47198275862068967,0.0017738483307428768,464,0.025477823572138902,-0.7992341298501219
Group B (Toxic Pool),PTON,MOC (No Delay),0.4713656387665198,0.0002265731359817673,454,-0.32822536879609254,-0.8363210411574403
Group B (Toxic Pool),BB,MOC (No Delay),0.46924829157175396,0.00042408188853451764,439,-0.1658648451780722,-0.7429819624358185
Group B (Toxic Pool),DNA,MOC (No Delay),0.4596774193548387,-0.0022562031336308356,372,-0.781124165896028,-0.8409373629810204
Group B (Toxic Pool),BZFD,MOC (No Delay),0.4594594594594595,-0.004080049610838328,370,-0.8576607894571294,-0.9148138248163195
Group B (Toxic Pool),CLOV,MOC (No Delay),0.45351473922902497,-0.0009069019757174122,441,-0.6136472396601887,-0.7705722127977594
Group B (Toxic Pool),REAL,MOC (No Delay),0.45348837209302323,-0.0022379092521319015,430,-0.827462400794973,-0.9180087537594078
Group B (Toxic Pool),UPST,MOC (No Delay),0.45144356955380577,-0.0031422196240773383,381,-0.8888451354542289,-0.943033868063268
Group B (Toxic Pool),BYND,MOC (No Delay),0.444,-0.00519402161604763,500,-0.9630358450713262,-0.9730213269051932
Group B (Toxic Pool),PSNY,MOC (No Delay),0.43646408839779005,-0.0065131292585367505,362,-0.9365492645016275,-0.9611324553751407
Group B (Toxic Pool),RENT,MOC (No Delay),0.4358974358974359,-0.004332762277846567,351,-0.8932163887522558,-0.9557547450990729
Group B (Toxic Pool),LCID,MOC (No Delay),0.430952380952381,-0.004396700742191672,420,-0.9025172686163595,-0.9345976780121235
Group B (Toxic Pool),AMC,MOC (No Delay),0.4215686274509804,-0.00397486167919596,510,-0.9695487257032167,-0.9879677783592453
Group B (Toxic Pool),BBBY,MOC (No Delay),0.4180327868852459,-0.0026561000941251276,488,-0.8808394959896608,-0.8976162207621573
