Name,Count,Win_Rate,Avg_Ret
High_Mom_Short_Base,2901,0.5384350224060669,0.0019328513492735198
High_Mom_High_Vol_Short,516,0.5445736434108527,0.0018425738867273176
High_Mom_Norm_Vol_Short,2385,0.5371069182389937,0.0019523830770193649
