Global_Win_Rate,Global_Avg_Ret,Global_Count,Ensemble_Win_Rate,Ensemble_Avg_Ret,Ensemble_Count
0.5136824558966523,0.000798382361541152,7199,0.5219117855623315,0.0014816272006310729,7051
