Gap_Bin,Win_Rate,Avg_Return,Count
0.5-1.0%,0.40120481927710844,-0.00044532306950083,830
1.0-2.0%,0.3917995444191344,-0.003030913149094886,439
>2.0%,0.5236051502145923,0.0030743192785728274,233
