Ticker,Sector,Gap_Pct,Probability,Model
SIVR,Unknown,0.060327020514059436,0.7724802537657766,Non-Tech
ABAT,Industrials,0.07142855057563488,0.7699522849203002,Non-Tech
UAMY,Basic Materials,0.01935485101515247,0.6556892828242354,Non-Tech
OPEN,Real Estate,0.04135896759190684,0.6518438995052355,Non-Tech
CELH,Consumer Defensive,0.010454271634285608,0.6262453268760005,Non-Tech
APP,Communication Services,0.005862708645334105,0.5967730143518312,Non-Tech
UUUU,Energy,0.007209031364491867,0.5964689831874163,Non-Tech
RXRX,Healthcare,0.04051173878515111,0.5899914747321695,Non-Tech
CEG,Utilities,0.0073156910932645845,0.5883340853676556,Non-Tech
