Subset,Feature_Count,Signals,Win_Rate,Avg_Return,Total_Return,Win_Rate_Diff,Avg_Return_Diff
Base,5,8730,0.5195876288659794,0.0010735724365340182,9.37228737094198,0.005017334768126269,0.00034948366949958645
Base_TOTM,7,8032,0.5053535856573705,-0.0005558351474752921,-4.4644679045215465,-0.009216708440482613,-0.001279923914509724
Base_Crypto,8,8173,0.513397773155512,-2.08212856197473e-05,-0.1701723673701947,-0.0011725209423411043,-0.0007449100526541791
All,13,9147,0.5094566524543567,8.54032116823879e-05,0.781183177258802,-0.00511364164349648,-0.0006386855553520438
