Date,Ticker,Open,High,Low,Close,Prob
2024-05-21,ABAT,1.4600000381469727,1.4600000381469727,1.399999976158142,1.4199999570846558,0.5240659941462201
2024-05-22,ABAT,1.4500000476837158,1.4700000286102295,1.4299999475479126,1.4600000381469727,0.5767216316400869
2024-05-28,ABAT,1.4500000476837158,1.4600000381469727,1.3700000047683716,1.3899999856948853,0.526858826002816
2024-05-29,ABAT,1.399999976158142,1.399999976158142,1.350000023841858,1.3600000143051147,0.7786459469771109
2024-05-31,ABAT,1.3799999952316284,1.3899999856948853,1.3600000143051147,1.3799999952316284,0.5241968397182096
2024-06-03,ABAT,1.399999976158142,1.4299999475479126,1.3799999952316284,1.399999976158142,0.5389122577155636
2024-06-12,ABAT,1.2699999809265137,1.2790000438690186,1.190000057220459,1.2100000381469727,0.7438439579309849
2024-06-13,ABAT,1.25,1.25,1.1699999570846558,1.1799999475479126,0.5373557565876849
2024-06-17,ABAT,1.0700000524520874,1.090000033378601,1.0199999809265137,1.0299999713897705,0.733341632476105
2024-06-18,ABAT,1.0499999523162842,1.0759999752044678,1.0,1.0,0.7660878409904989
2024-06-20,ABAT,1.0499999523162842,1.149999976158142,1.0099999904632568,1.0399999618530273,0.7070416360942163
2024-06-21,ABAT,1.0499999523162842,1.090000033378601,1.0299999713897705,1.0299999713897705,0.6907699172904752
2024-06-25,ABAT,1.0499999523162842,1.1100000143051147,1.0499999523162842,1.0499999523162842,0.5332887878694097
2024-06-26,ABAT,1.0800000429153442,1.159999966621399,1.0700000524520874,1.1150000095367432,0.6418750756791962
2024-06-28,ABAT,1.2699999809265137,1.2999999523162842,1.190000057220459,1.25,0.8425368963508776
2024-07-05,ABAT,1.059999942779541,1.059999942779541,1.0,1.0099999904632568,0.5642852175974854
2024-07-11,ABAT,1.1100000143051147,1.149999976158142,1.0549999475479126,1.100000023841858,0.5364219645796219
2024-07-25,ABAT,0.9800000190734863,1.0299999713897705,0.949999988079071,1.0299999713897705,0.596522706154916
2024-08-12,ABAT,1.0299999713897705,1.0399999618530273,0.8500000238418579,1.0399999618530273,0.5019639538158662
2024-08-27,ABAT,1.090000033378601,1.1299999952316284,1.0800000429153442,1.100000023841858,0.712774809131681
2024-08-28,ABAT,1.1200000047683716,1.149999976158142,1.0299999713897705,1.090000033378601,0.5192475045143797
2024-08-30,ABAT,1.1100000143051147,1.1299999952316284,1.0800000429153442,1.1050000190734863,0.6134422258921746
2024-09-10,ABAT,1.0299999713897705,1.059999942779541,1.0099999904632568,1.0399999618530273,0.6646316114125556
2024-09-18,ABAT,1.0099999904632568,1.0299999713897705,0.9900000095367432,0.9900000095367432,0.5388969454433871
2024-09-19,ABAT,1.0,1.0149999856948853,0.9900000095367432,1.0099999904632568,0.7272362163464904
2024-09-20,ABAT,1.059999942779541,1.2100000381469727,0.9900000095367432,1.0399999618530273,0.660708930912862
2024-09-25,ABAT,0.875,0.8799999952316284,0.800000011920929,0.8100000023841858,0.6646696366160852
2024-10-07,ABAT,1.0399999618530273,1.1100000143051147,1.0,1.059999942779541,0.5585645744232554
2024-10-10,ABAT,1.0,1.0199999809265137,0.9900000095367432,1.0,0.5574082133282559
2024-10-14,ABAT,1.0199999809265137,1.0199999809265137,0.9900000095367432,1.0,0.5227165892552893
2024-10-17,ABAT,1.0499999523162842,1.0499999523162842,1.0,1.0299999713897705,0.5714528415740837
2024-10-18,ABAT,1.0499999523162842,1.0499999523162842,0.9900000095367432,0.9980000257492065,0.5577443589990836
2024-10-22,ABAT,1.0199999809265137,1.0299999713897705,0.9869999885559082,1.0099999904632568,0.7261616949288126
2024-10-24,ABAT,1.0099999904632568,1.0199999809265137,0.9900000095367432,1.0099999904632568,0.5827126452179364
2024-10-31,ABAT,1.0099999904632568,1.0099999904632568,0.9599999785423279,0.996999979019165,0.8029013418347781
2024-11-01,ABAT,1.0099999904632568,1.0099999904632568,0.9900000095367432,0.9929999709129333,0.5854676334381242
2024-11-11,ABAT,1.0,1.0099999904632568,0.9399999976158142,0.9539999961853027,0.5031395379023849
2024-11-14,ABAT,0.9900000095367432,1.0,0.949999988079071,0.9620000123977661,0.5638571592122066
2024-11-18,ABAT,0.8600000143051147,0.9200000166893005,0.800000011920929,0.800000011920929,0.5844870174809504
2024-11-19,ABAT,0.8199999928474426,0.8500000238418579,0.7699999809265137,0.800000011920929,0.5814049223000138
2024-12-03,ABAT,0.8920000195503235,0.9490000009536743,0.8299999833106995,0.925000011920929,0.5720124463358872
2024-12-17,ABAT,0.8830000162124634,0.9179999828338623,0.8299999833106995,0.8600000143051147,0.8267827136036257
2024-12-18,ABAT,1.1699999570846558,1.2400000095367432,0.8799999952316284,0.8799999952316284,0.9023155943498081
2024-12-27,ABAT,3.630000114440918,4.110000133514404,2.9100000858306885,3.359999895095825,0.7539459222251172
2025-01-02,ABAT,2.509999990463257,2.6700000762939453,2.0199999809265137,2.130000114440918,0.7354464102915923
2025-01-14,ABAT,1.899999976158142,1.9900000095367432,1.7200000286102295,1.8200000524520874,0.609559563430598
2025-01-17,ABAT,2.0799999237060547,2.0850000381469727,1.9199999570846558,2.0,0.5741069277686168
2025-02-07,ABAT,1.3600000143051147,1.4199999570846558,1.2699999809265137,1.309999942779541,0.6523116931517351
2025-02-10,ABAT,1.3200000524520874,1.340000033378601,1.2599999904632568,1.2799999713897705,0.536004285772704
2025-02-14,ABAT,1.3300000429153442,1.3890000581741333,1.2699999809265137,1.3799999952316284,0.5436584502164102
2025-02-24,ABAT,1.0,1.0800000429153442,0.9700000286102295,1.0199999809265137,0.5712459866644141
2025-02-25,ABAT,1.0399999618530273,1.0399999618530273,0.9599999785423279,0.9919999837875366,0.689155261999508
2025-02-27,ABAT,1.0399999618530273,1.0399999618530273,0.968999981880188,0.9929999709129333,0.9101516463103175
2025-03-10,ABAT,1.0299999713897705,1.0299999713897705,0.9300000071525574,0.9380000233650208,0.7760687619649733
2025-03-12,ABAT,1.0199999809265137,1.0499999523162842,0.9810000061988831,0.996999979019165,0.7667195047299405
2025-03-25,ABAT,1.0299999713897705,1.100000023841858,1.0199999809265137,1.059999942779541,0.5221167047736062
2025-04-08,ABAT,1.0,1.0299999713897705,0.9100000262260437,0.9240000247955322,0.9574647180478013
2025-04-14,ABAT,1.0299999713897705,1.100000023841858,1.0199999809265137,1.0199999809265137,0.6819594795295558
2025-04-17,ABAT,1.100000023841858,1.1699999570846558,1.0449999570846558,1.1699999570846558,0.7745573431460594
2025-04-21,ABAT,1.190000057220459,1.2000000476837158,1.059999942779541,1.1299999952316284,0.6826265727621423
2025-04-22,ABAT,1.149999976158142,1.190000057220459,1.0700000524520874,1.0700000524520874,0.5034196913233764
2025-04-23,ABAT,1.1200000047683716,1.1699999570846558,1.100000023841858,1.1100000143051147,0.7095392706440998
2025-05-12,ABAT,1.409999966621399,1.4900000095367432,1.3200000524520874,1.340000033378601,0.8260910915167774
2025-05-20,ABAT,1.440000057220459,1.4450000524520874,1.371000051498413,1.3899999856948853,0.7248522374348474
2025-05-29,ABAT,1.3899999856948853,1.3899999856948853,1.3300000429153442,1.340000033378601,0.8576950811219121
2025-06-03,ABAT,1.399999976158142,1.5390000343322754,1.3899999856948853,1.4800000190734863,0.5014008528804698
2025-06-05,ABAT,1.5399999618530273,1.5499999523162842,1.4500000476837158,1.4500000476837158,0.5281727130153577
2025-06-09,ABAT,1.4800000190734863,1.4800000190734863,1.4199999570846558,1.4500000476837158,0.5221498915803984
2025-06-20,ABAT,1.3600000143051147,1.3600000143051147,1.2599999904632568,1.2699999809265137,0.6460524395055866
2025-06-25,ABAT,1.2599999904632568,1.2899999618530273,1.2400000095367432,1.2799999713897705,0.5143652917893026
2025-06-30,ABAT,1.5490000247955322,1.7100000381469727,1.4800000190734863,1.6200000047683716,0.5209867686993525
2025-07-07,ABAT,1.8799999952316284,1.9700000286102295,1.7799999713897705,1.8799999952316284,0.7501197042480419
2025-07-08,ABAT,1.8899999856948853,2.0399999618530273,1.8799999952316284,1.9700000286102295,0.5938517881161101
2025-07-09,ABAT,2.0,2.009999990463257,1.7699999809265137,1.7999999523162842,0.6130829057741567
2025-07-18,ABAT,2.4800000190734863,2.4800000190734863,2.2300000190734863,2.4000000953674316,0.7009321941887311
2025-07-21,ABAT,2.690000057220459,3.299999952316284,2.5,2.559999942779541,0.6121288380677347
2025-07-25,ABAT,3.744999885559082,3.890000104904175,2.890000104904175,3.1549999713897705,0.716573791516377
2025-08-04,ABAT,2.380000114440918,2.6500000953674316,2.25,2.2899999618530273,0.678160311414297
2025-08-07,ABAT,2.190000057220459,2.319999933242798,2.049999952316284,2.0799999237060547,0.5571104404499104
2025-08-11,ABAT,2.2799999713897705,2.430000066757202,2.1700000762939453,2.25,0.7057961412277185
2025-08-13,ABAT,2.4000000953674316,2.490000009536743,2.309999942779541,2.4700000286102295,0.5348402675168952
2025-09-05,ABAT,2.5399999618530273,2.7699999809265137,2.3399999141693115,2.4000000953674316,0.5990412931146566
2025-09-08,ABAT,2.450000047683716,2.49399995803833,2.369999885559082,2.380000114440918,0.5142014112648061
2025-09-26,ABAT,4.460000038146973,4.639999866485596,4.150000095367432,4.380000114440918,0.6206236439925341
2025-09-30,ABAT,5.25,5.269999980926514,4.599999904632568,4.860000133514404,0.74977635602661
2025-10-02,ABAT,5.25,5.429999828338623,4.849999904632568,5.010000228881836,0.5946315707501021
2025-10-10,ABAT,6.400000095367432,7.340000152587891,6.389999866485596,6.75,0.6297033581923642
2025-10-15,ABAT,11.414999961853027,11.489999771118164,8.109999656677246,8.949999809265137,0.717891731294094
2025-10-20,ABAT,6.014999866485596,6.869999885559082,5.570000171661377,6.71999979019165,0.6565220558873063
2025-11-10,ABAT,4.645999908447266,4.690000057220459,4.130000114440918,4.28000020980835,0.6521900418739248
2025-11-12,ABAT,4.119999885559082,4.429999828338623,4.0920000076293945,4.349999904632568,0.5004164530593537
2025-11-19,ABAT,3.799999952316284,4.21999979019165,3.759999990463257,4.019999980926514,0.6089400718411486
2025-11-20,ABAT,4.150000095367432,4.25,3.440000057220459,3.509999990463257,0.8956688846095924
2025-11-21,ABAT,3.5399999618530273,3.5799999237060547,3.2300000190734863,3.369999885559082,0.7829101883321519
2025-11-26,ABAT,3.619999885559082,3.7100000381469727,3.4700000286102295,3.5799999237060547,0.5015932315640279
2025-12-15,ABAT,4.139999866485596,4.460000038146973,3.9100000858306885,3.930000066757202,0.6804704919004188
2025-12-18,ABAT,3.75,3.9700000286102295,3.7049999237060547,3.7699999809265137,0.5122923682197296
2025-12-26,ABAT,4.03000020980835,4.03000020980835,3.765000104904175,3.819999933242798,0.5231507330664981
2025-12-30,ABAT,3.5299999713897705,3.559999942779541,3.3399999141693115,3.359999895095825,0.5811890276519798
2026-01-02,ABAT,3.4200000762939453,3.7100000381469727,3.3299999237060547,3.700000047683716,0.5277882379849361
2026-01-05,ABAT,3.869999885559082,4.699999809265137,3.8399999141693115,4.659999847412109,0.5885572128618648
2024-01-11,ABNB,140.7100067138672,141.1999969482422,137.5500030517578,139.4499969482422,0.5015183371897494
2024-01-18,ABNB,137.0,139.53500366210938,135.22500610351562,137.0399932861328,0.6485545977783345
2024-01-24,ABNB,143.80999755859375,144.10000610351562,139.5800018310547,141.19000244140625,0.7937658575195372
2024-01-25,ABNB,143.1999969482422,143.2899932861328,140.3679962158203,142.11000061035156,0.5825972216231096
2024-02-22,ABNB,151.02000427246094,155.6999969482422,150.26499938964844,155.25999450683594,0.5540727816323817
2024-03-14,ABNB,165.74000549316406,166.72000122070312,162.72000122070312,166.44000244140625,0.5038411231613328
2024-03-21,ABNB,165.80999755859375,170.10000610351562,165.0,168.17999267578125,0.7129846950331296
2024-04-04,ABNB,161.22000122070312,163.64999389648438,158.52000427246094,158.83999633789062,0.5693433949786952
2024-04-09,ABNB,161.5500030517578,163.2050018310547,159.91000366210938,162.66000366210938,0.5144003246802965
2024-04-15,ABNB,161.80999755859375,162.89999389648438,154.41000366210938,155.60000610351562,0.5237595239558912
2024-04-17,ABNB,158.4499969482422,159.6999969482422,156.41000366210938,158.3699951171875,0.5416593634346644
2024-04-18,ABNB,159.60000610351562,162.94000244140625,159.2100067138672,160.10000610351562,0.7176094830242884
2024-05-03,ABNB,161.80999755859375,165.5,159.14999389648438,159.7100067138672,0.5501063010287333
2024-05-15,ABNB,147.57000732421875,147.69000244140625,144.75,145.8000030517578,0.6079780413699898
2024-05-28,ABNB,146.0,147.8699951171875,145.11000061035156,147.00999450683594,0.5561015241714332
2024-06-12,ABNB,149.99000549316406,150.2899932861328,148.62100219726562,149.32000732421875,0.6484535498515361
2024-07-09,ABNB,152.9199981689453,155.66000366210938,151.96499633789062,152.4499969482422,0.6888923421770793
2024-07-16,ABNB,148.47000122070312,151.63999938964844,147.8800048828125,151.25999450683594,0.5041356835741643
2024-07-26,ABNB,141.89999389648438,141.91000366210938,139.02999877929688,140.10000610351562,0.6342770435782359
2024-07-29,ABNB,141.24000549316406,142.42999267578125,140.0,140.2899932861328,0.6413156748575926
2024-08-14,ABNB,117.72000122070312,118.73999786376953,116.18000030517578,116.23999786376953,0.6031002674314162
2024-09-10,ABNB,117.01000213623047,117.40599822998047,112.86000061035156,115.12000274658203,0.6588695995912918
2024-09-19,ABNB,127.93000030517578,131.35000610351562,127.44000244140625,128.75,0.5655507184444387
2024-09-26,ABNB,132.70599365234375,133.33999633789062,129.14599609375,129.25,0.7160081452515189
2024-10-24,ABNB,133.5500030517578,133.75,131.66000366210938,132.75,0.5148841925724356
2024-10-31,ABNB,137.6999969482422,138.05999755859375,134.25999450683594,134.7899932861328,0.5615176112991047
2024-11-06,ABNB,141.97999572753906,142.9499969482422,139.41000366210938,140.91000366210938,0.5659961159752148
2024-12-19,ABNB,129.1300048828125,131.0800018310547,127.91000366210938,129.35000610351562,0.6728028546152576
2025-01-06,ABNB,137.0,138.10000610351562,134.5800018310547,135.1999969482422,0.501270382312615
2025-02-24,ABNB,147.0,147.07000732421875,143.8800048828125,144.82000732421875,0.6159948088590982
2025-02-26,ABNB,143.16000366210938,145.1300048828125,142.22000122070312,144.02999877929688,0.5926386384177761
2025-03-03,ABNB,140.33999633789062,144.75,139.9010009765625,140.97999572753906,0.6182865556237442
2025-03-12,ABNB,127.0,127.4800033569336,123.53099822998047,126.55000305175781,0.7540086223860938
2025-04-08,ABNB,110.73999786376953,112.97000122070312,104.1500015258789,105.69000244140625,0.8524005504992855
2025-04-14,ABNB,117.30000305175781,118.29000091552734,112.55000305175781,113.22000122070312,0.6174169848588351
2025-04-15,ABNB,114.2249984741211,115.70999908447266,113.5199966430664,114.63999938964844,0.5007993150248073
2025-04-17,ABNB,113.75,114.0,111.86000061035156,112.69999694824219,0.7341572630477137
2025-04-23,ABNB,119.69999694824219,122.31999969482422,116.72000122070312,118.27999877929688,0.6846811947094804
2025-05-08,ABNB,124.625,127.62999725341797,123.62000274658203,126.38999938964844,0.5067901032515234
2025-05-12,ABNB,133.16000366210938,134.85000610351562,132.13999938964844,134.2100067138672,0.7531610169893955
2025-05-29,ABNB,130.0,130.0,126.95999908447266,128.36000061035156,0.7891243520265733
2025-06-06,ABNB,139.17999267578125,143.8800048828125,138.9499969482422,140.63999938964844,0.5088920686599854
2025-06-09,ABNB,141.47000122070312,141.5260009765625,138.33999633789062,139.00999450683594,0.5266023685633371
2025-08-06,ABNB,130.6750030517578,131.2899932861328,128.3000030517578,130.5,0.5692420936358743
2025-08-22,ABNB,127.16999816894531,130.4250030517578,126.31999969482422,129.9199981689453,0.6133268346811476
2025-09-29,ABNB,124.44000244140625,124.58000183105469,122.83000183105469,122.91999816894531,0.608822314075787
2025-11-07,ABNB,125.49500274658203,125.76000213623047,117.14700317382812,120.87999725341797,0.6257051369534581
2025-11-10,ABNB,121.94000244140625,122.83000183105469,119.77999877929688,120.19999694824219,0.5857632715074907
2025-11-21,ABNB,112.16999816894531,115.69000244140625,111.83999633789062,114.26000213623047,0.7184074507721017
2025-12-15,ABNB,129.2899932861328,132.25,128.3000030517578,131.80999755859375,0.6095419263275298
2025-12-17,ABNB,133.9600067138672,136.82000732421875,133.62100219726562,133.77999877929688,0.5094584569519932
2025-12-22,ABNB,136.08999633789062,138.52000427246094,135.9499969482422,136.9499969482422,0.560653772530337
2024-01-18,ACHR,5.21999979019165,5.25,4.860000133514404,5.019999980926514,0.6749806930785435
2024-01-22,ACHR,5.449999809265137,5.849999904632568,5.150000095367432,5.309999942779541,0.6297335287281396
2024-01-24,ACHR,5.550000190734863,5.590000152587891,5.010000228881836,5.010000228881836,0.8486956648710045
2024-01-25,ACHR,5.050000190734863,5.119999885559082,4.949999809265137,4.980000019073486,0.7167271460694166
2024-01-26,ACHR,5.019999980926514,5.150000095367432,4.880000114440918,4.900000095367432,0.5973012997593706
2024-02-06,ACHR,4.699999809265137,5.074999809265137,4.670000076293945,5.059999942779541,0.5152529040178331
2024-02-15,ACHR,5.539999961853027,5.550000190734863,5.329999923706055,5.449999809265137,0.5039250930249156
2024-02-22,ACHR,5.170000076293945,5.190000057220459,4.860000133514404,4.869999885559082,0.5873700911665083
2024-02-29,ACHR,4.800000190734863,4.980000019073486,4.78000020980835,4.829999923706055,0.5493363806407066
2024-03-04,ACHR,4.579999923706055,4.670000076293945,4.420000076293945,4.480000019073486,0.6089660028797822
2024-03-06,ACHR,4.269999980926514,4.550000190734863,4.184999942779541,4.25,0.5189571054013019
2024-03-07,ACHR,4.320000171661377,4.449999809265137,4.0,4.289999961853027,0.5158544914469245
2024-03-08,ACHR,4.340000152587891,4.800000190734863,4.340000152587891,4.579999923706055,0.5070526040869101
2024-03-18,ACHR,5.050000190734863,5.139999866485596,4.71999979019165,4.869999885559082,0.5054059589261378
2024-03-21,ACHR,5.099999904632568,5.190000057220459,4.989999771118164,5.110000133514404,0.8143489749319498
2024-03-25,ACHR,4.949999809265137,5.110000133514404,4.900000095367432,4.949999809265137,0.582803965197129
2024-03-26,ACHR,4.980000019073486,5.047999858856201,4.769999980926514,4.789999961853027,0.5293834620409514
2024-03-27,ACHR,4.840000152587891,4.849999904632568,4.630000114440918,4.739999771118164,0.5133938835511896
2024-04-04,ACHR,4.5,4.565000057220459,4.25,4.300000190734863,0.5589189690218399
2024-04-11,ACHR,4.199999809265137,4.320000171661377,4.125,4.190000057220459,0.598287307696808
2024-04-15,ACHR,4.059999942779541,4.070000171661377,3.8499999046325684,3.890000104904175,0.5484721069202273
2024-04-17,ACHR,3.9100000858306885,3.940000057220459,3.7799999713897705,3.7799999713897705,0.58831027984972
2024-04-18,ACHR,3.799999952316284,3.859999895095825,3.7149999141693115,3.7799999713897705,0.7748011487227443
2024-04-24,ACHR,4.050000190734863,4.110000133514404,3.859999895095825,3.9700000286102295,0.5548962836350954
2024-04-25,ACHR,4.010000228881836,4.01800012588501,3.869999885559082,3.9800000190734863,0.550104458933583
2024-04-29,ACHR,4.059999942779541,4.099999904632568,3.990000009536743,4.070000171661377,0.6613659846014442
2024-05-10,ACHR,3.880000114440918,4.130000114440918,3.5739998817443848,3.6500000953674316,0.5936670668385684
2024-05-13,ACHR,3.740000009536743,4.0,3.7300000190734863,3.75,0.5686181516095267
2024-05-15,ACHR,4.059999942779541,4.090000152587891,3.799999952316284,3.890000104904175,0.5447928832978117
2024-05-22,ACHR,3.5,3.5,3.390000104904175,3.4200000762939453,0.7855434370657955
2024-05-31,ACHR,3.240000009536743,3.369999885559082,3.200000047683716,3.2699999809265137,0.5138419637553002
2024-06-03,ACHR,3.3499999046325684,3.4000000953674316,3.240000009536743,3.299999952316284,0.5368152115790397
2024-06-05,ACHR,3.4000000953674316,3.549999952316284,3.2799999713897705,3.450000047683716,0.5000161906120391
2024-06-06,ACHR,3.6600000858306885,3.7200000286102295,3.4100000858306885,3.430000066757202,0.6818088169148953
2024-06-12,ACHR,3.430000066757202,3.619999885559082,3.359999895095825,3.359999895095825,0.7088599558601976
2024-06-13,ACHR,3.4100000858306885,3.4100000858306885,3.200000047683716,3.2699999809265137,0.5250933601999572
2024-06-20,ACHR,3.0999999046325684,3.200000047683716,3.0399999618530273,3.119999885559082,0.7389957477262515
2024-06-21,ACHR,3.1500000953674316,3.700000047683716,3.119999885559082,3.6600000858306885,0.5225767926062375
2024-06-24,ACHR,3.680000066757202,4.03000020980835,3.6600000858306885,3.740000009536743,0.5571436408655246
2024-06-25,ACHR,3.759999990463257,3.880000114440918,3.630000114440918,3.6600000858306885,0.5640893355480966
2024-07-02,ACHR,3.490000009536743,3.7899999618530273,3.4700000286102295,3.7200000286102295,0.5726881488442129
2024-07-05,ACHR,4.760000228881836,4.789999961853027,4.21999979019165,4.400000095367432,0.6297600504742554
2024-07-08,ACHR,4.610000133514404,4.619999885559082,4.409999847412109,4.480000019073486,0.6095070238522114
2024-07-11,ACHR,4.46999979019165,4.570000171661377,4.300000190734863,4.570000171661377,0.7586822582532432
2024-07-15,ACHR,5.320000171661377,5.320000171661377,4.945000171661377,5.050000190734863,0.5977056740491407
2024-07-18,ACHR,5.110000133514404,5.210000038146973,4.769999980926514,4.829999923706055,0.5457767186902529
2024-07-22,ACHR,4.679999828338623,4.710000038146973,4.510000228881836,4.599999904632568,0.5665216271081757
2024-07-26,ACHR,4.5,4.769999980926514,4.5,4.690000057220459,0.5746741998772944
2024-07-29,ACHR,4.769999980926514,4.815000057220459,4.380000114440918,4.460000038146973,0.6013422602838843
2024-08-06,ACHR,4.079999923706055,4.0980000495910645,3.809999942779541,3.9200000762939453,0.6261331226677065
2024-08-07,ACHR,4.0,4.139999866485596,3.8299999237060547,3.8399999141693115,0.76271665074994
2024-08-12,ACHR,3.680000066757202,3.75,3.5199999809265137,3.549999952316284,0.5270556642825035
2024-08-22,ACHR,3.8499999046325684,3.880000114440918,3.619999885559082,3.680000066757202,0.5378516757123832
2024-08-26,ACHR,3.8399999141693115,3.9600000381469727,3.815000057220459,3.930000066757202,0.5138651201926786
2024-08-29,ACHR,3.609999895095825,3.700000047683716,3.5299999713897705,3.5399999618530273,0.5956493236250542
2024-08-30,ACHR,3.5999999046325684,3.619999885559082,3.3499999046325684,3.4000000953674316,0.7425583692484921
2024-09-03,ACHR,3.430000066757202,3.5,3.3499999046325684,3.380000114440918,0.6887564210918099
2024-09-17,ACHR,3.140000104904175,3.240000009536743,3.109999895095825,3.130000114440918,0.5565203096716158
2024-09-19,ACHR,3.1600000858306885,3.180000066757202,3.0399999618530273,3.049999952316284,0.7270485813360724
2024-09-23,ACHR,3.0799999237060547,3.0999999046325684,3.009999990463257,3.0399999618530273,0.5088338834204765
2024-09-26,ACHR,2.9600000381469727,3.0,2.821000099182129,2.9200000762939453,0.7471094953209392
2024-09-27,ACHR,2.990000009536743,3.180000066757202,2.9800000190734863,3.069999933242798,0.54690715749009
2024-10-01,ACHR,3.049999952316284,3.069999933242798,2.9600000381469727,2.9700000286102295,0.6872141861389209
2024-10-02,ACHR,3.075000047683716,3.2200000286102295,2.9800000190734863,3.200000047683716,0.6213450473414454
2024-10-23,ACHR,3.390000104904175,3.490000009536743,3.0899999141693115,3.119999885559082,0.6417288116237929
2024-10-24,ACHR,3.1500000953674316,3.2850000858306885,3.049999952316284,3.0899999141693115,0.6083601402880905
2024-10-30,ACHR,3.4100000858306885,3.4800000190734863,3.259999990463257,3.2799999713897705,0.5030372046442099
2024-11-01,ACHR,3.2300000190734863,3.3350000381469727,3.1700000762939453,3.2799999713897705,0.6129718545149591
2024-11-13,ACHR,4.769999980926514,4.78000020980835,4.150000095367432,4.28000020980835,0.7859270284835463
2024-11-22,ACHR,6.079999923706055,6.21999979019165,5.739999771118164,6.039999961853027,0.5498367217398096
2024-11-27,ACHR,7.510000228881836,8.539999961853027,7.449999809265137,8.079999923706055,0.5228586700827693
2024-12-02,ACHR,9.6899995803833,9.720000267028809,6.820000171661377,7.300000190734863,0.7875617502617573
2024-12-18,ACHR,9.279999732971191,10.579999923706055,8.760000228881836,8.949999809265137,0.7776695146946637
2024-12-19,ACHR,9.140000343322754,9.680000305175781,8.1899995803833,8.420000076293945,0.7413029152735817
2024-12-23,ACHR,9.699999809265137,10.140000343322754,9.149999618530273,9.380000114440918,0.5129161947014101
2024-12-26,ACHR,11.119999885559082,11.359999656677246,10.600000381469727,11.329999923706055,0.566007725114095
