Strategy,Win_Rate,Avg_Return,Total_Return,Trade_Count
Ret_MOC,0.5379236785968239,0.003692552968637571,31.157761949363824,8438
Ret_4H,0.5011281320508253,0.0009282859626548799,7.817096091516744,8421
Ret_3H,0.49952505343148895,0.0007274942714071274,6.126956753790827,8422
Ret_5H,0.4985156157225983,0.0007059111942547645,5.944478166819373,8421
Ret_2H,0.5086677748753266,0.0006759349988975346,5.692724560715036,8422
Ret_1H,0.49068028018520715,-0.00010216103238384678,-0.8605023757691415,8423
