Scenario,Total_Return,Avg_Return,Win_Rate,Sharpe_Ratio,Max_Drawdown,Stop_Trigger_Rate
No_Stop,84.48816335541187,0.014773240663649566,0.6597307221542228,5.217916461471872,-0.6609189351962286,0.0
Fixed_3%,57.27665836843691,0.010015152713487832,0.5653086203881798,4.1814080757886805,-0.3882692369413263,0.2746983738415807
Fixed_5%,69.2037422500885,0.0121006718394979,0.6247595733519846,4.617068182373758,-0.5020475273743656,0.13796118202482952
Fixed_10%,79.29293472920247,0.013864825096905486,0.6548347613219094,4.932085308404568,-0.6063622960614907,0.03619513901031649
ATR_2x,83.08571185087276,0.014528013962383766,0.6586815876901556,5.129680943339025,-0.6439731167264569,0.011190767616716208
ATR_3x,83.7982121978466,0.014652598740662107,0.6597307221542228,5.135239695666128,-0.6994198611698579,0.0033222591362126247
